cable_name,rfs,cable_length,owners,suppliers,submarine_networks_url,submarine_cable_map_url
lake-albert-2,2020,44 km,Bandwidth and Cloud Services (BCS),https://www.bcs-ea.com/,Not Given,https://www.submarinecablemap.com/submarine-cable/lake-albert-2
lake-michigan-chicago-crossing,2025,n.a.,123NET -  Peninsula Fiber Network (PFN),Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/lake-michigan-chicago-crossing
lake-michigan-crossing-peninsula-and-island-connection,2025,n.a.,123NET -  Peninsula Fiber Network (PFN),Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/lake-michigan-crossing-peninsula-and-island-connection
lake-tanganyika,2025,370 km,Bandwidth and Cloud Services (BCS),https://www.bcs-ea.com/,Not Given,https://www.submarinecablemap.com/submarine-cable/lake-tanganyika
lanis-1,1992,113 km,Vodafone,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/lanis-1
lanis-2,1992,67 km,Vodafone,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/lanis-2
lanis-3,1992,122 km,Vodafone,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/lanis-3
latvia-sweden-1-lv-se-1,1994,304 km,Tele2 -  Tet,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/latvia-sweden-1-lv-se-1
lazaro-cardenas-manzanillo-santiago-submarine-cable-system-lcmsscs,2013 Q4,322 km,Telmex,https://telmex.com/,Not Given,https://www.submarinecablemap.com/submarine-cable/lazaro-cardenas-manzanillo-santiago-submarine-cable-system-lcmsscs
leif-erikson,2026 Q3,"4,200 km",Bulk,https://bulkinfrastructure.com/,Not Given,https://www.submarinecablemap.com/submarine-cable/leif-erikson
les-dhyres-cable,1996,45 km,Orange,ASN,Not Given,https://www.submarinecablemap.com/submarine-cable/les-dhyres-cable
lfon-libyan-fiber-optic-network,1999,"1,639 km",Libyan Post -  Telecommunications and Information Technology Company (LPTIC Holding),ASN,Not Given,https://www.submarinecablemap.com/submarine-cable/lfon-libyan-fiber-optic-network
libreville-port-gentil-cable,2012 April,198 km,Republic of Gabon,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/libreville-port-gentil-cable
lic-lin-lamp,2000,240 km,Sparkle,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/lic-lin-lamp
link-1-phase-1,2003 December,368 km,XL Axiata,https://www.xl.co.id,Not Given,https://www.submarinecablemap.com/submarine-cable/link-1-phase-1
link-1-phase-2,2005 May,94 km,XL Axiata,https://www.xl.co.id,Not Given,https://www.submarinecablemap.com/submarine-cable/link-1-phase-2
link-2-phase-1,2004 January,281 km,XL Axiata,https://www.xl.co.id,Not Given,https://www.submarinecablemap.com/submarine-cable/link-2-phase-1
link-2-phase-2,2005 May,221 km,XL Axiata,https://www.xl.co.id,Not Given,https://www.submarinecablemap.com/submarine-cable/link-2-phase-2
link-3-phase-1,2003 December,275 km,XL Axiata,https://www.xl.co.id,Not Given,https://www.submarinecablemap.com/submarine-cable/link-3-phase-1
link-3-phase-2,2005 May,342 km,XL Axiata,https://www.xl.co.id,Not Given,https://www.submarinecablemap.com/submarine-cable/link-3-phase-2
link-4-phase-2,2005 March,300 km,XL Axiata,https://www.xl.co.id,Not Given,https://www.submarinecablemap.com/submarine-cable/link-4-phase-2
link-5-phase-2,2005 July,365 km,XL Axiata,https://www.xl.co.id,Not Given,https://www.submarinecablemap.com/submarine-cable/link-5-phase-2
lower-indian-ocean-network-2-lion2,2012 April,"2,700 km",Emtel -  Mauritius Telecom -  Orange -  Orange Madagascar -  Société Réunionnaise du Radiotéléphone -  Telkom Kenya,ASN,https://lion-submarinesystem.com/,https://www.submarinecablemap.com/submarine-cable/lower-indian-ocean-network-2-lion2
lower-indian-ocean-network-lion,2009 November,"1,060 km",Mauritius Telecom -  Orange -  Orange Madagascar,ASN,https://lion-submarinesystem.com/,https://www.submarinecablemap.com/submarine-cable/lower-indian-ocean-network-lion
lumut-pangkor-island,2018,4 km,Telekom Malaysia,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/lumut-pangkor-island
luwuk-tutuyan-cable-system-ltcs,2015,446 km,Telkom Indonesia,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/luwuk-tutuyan-cable-system-ltcs
lynn-canal-fiber,2016 October,138 km,Alaska Power & Telephone Company (AP&T),http://www.aptalaska.com,Not Given,https://www.submarinecablemap.com/submarine-cable/lynn-canal-fiber
mainone,2010 July,"7,000 km",MainOne - An Equinix Company,SubCom,https://www.mainone.net/,https://www.submarinecablemap.com/submarine-cable/mainone
malaysia-cambodia-thailand-mct-cable,2017 March,"1,300 km",Symphony -  Telcotech -  Telekom Malaysia,HMN Tech,Not Given,https://www.submarinecablemap.com/submarine-cable/malaysia-cambodia-thailand-mct-cable
malbec,2021 June,"2,600 km",Meta -  V.tal,ASN,https://www.vtal.com/en/home/,https://www.submarinecablemap.com/submarine-cable/malbec
maldives-sri-lanka-cable-msc,2021 February,863 km,Dhiraagu -  Dialog Axiata -  Ooredoo Maldives,HMN Tech,Not Given,https://www.submarinecablemap.com/submarine-cable/maldives-sri-lanka-cable-msc
malta-gozo-cable,2020 December,13 km,Gozo Fibre Optic Cable Ltd.,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/malta-gozo-cable
malta-italy-interconnector,2015,95 km,Government of Malta,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/malta-italy-interconnector
manatua,2020 July,"3,634 km",Avaroa Cable Ltd. -  OPT French Polynesia -  Samoa Submarine Cable Company -  Telecom Niue,SubCom,Not Given,https://www.submarinecablemap.com/submarine-cable/manatua
mandji-fiber-optic-cable,2025,50 km,GITGE (Gestor de Infraestructuras de Telecomunicaciones de Guinea Ecuatorial),http://www.gitge.com,Not Given,https://www.submarinecablemap.com/submarine-cable/mandji-fiber-optic-cable
manta,2027,"5,600 km",Gold Data -  Liberty Latin America (LLA) -  Sparkle,SubCom,Not Given,https://www.submarinecablemap.com/submarine-cable/manta
marea,2018 May,"6,605 km",Meta -  Microsoft -  Telxius,SubCom,http://www.telxius.com/,https://www.submarinecablemap.com/submarine-cable/marea
mariana-guam-cable,1997,268 km,PTI Pacifica,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/mariana-guam-cable
maroc-telecom-west-africa,2021 July,"8,600 km",Maroc Telecom,ASN,http://www.iam.ma/,https://www.submarinecablemap.com/submarine-cable/maroc-telecom-west-africa
mataram-kupang-cable-system-mkcs,2011 April,"1,318 km",Telkom Indonesia,HMN Tech,Not Given,https://www.submarinecablemap.com/submarine-cable/mataram-kupang-cable-system-mkcs
matrix-cable-system,2008 August,"1,055 km",Matrix Networks Pte. Ltd.,SubCom,https://matrixnetworks.sg/,https://www.submarinecablemap.com/submarine-cable/matrix-cable-system
mauritius-and-rodrigues-submarine-cable-system-mars,2019 February,677 km,Mauritius Telecom,HMN Tech,https://www.myt.mu/mars,https://www.submarinecablemap.com/submarine-cable/mauritius-and-rodrigues-submarine-cable-system-mars
maya-1,2000 October,"4,400 km",AT&T -  América Móvil (Claro) -  Axtel -  BICS -  Cogent -  ETB -  Embratel -  Hondutel -  ICE (Kolbi) -  Liberty Latin America (LLA) -  Orange -  Prepa Networks -  RSL Telecom -  Sparkle -  Telefonica -  Tricom -  Verizon,ASN -  SubCom,https://www.maya-1.com/maya1/,https://www.submarinecablemap.com/submarine-cable/maya-1
med-cable-network,2005 October,"1,300 km",Orascom Telecom Holding,ASN,Not Given,https://www.submarinecablemap.com/submarine-cable/med-cable-network
medloop,2023,"1,360 km",SIPARTECH Sarl,ASN,https://www.sipartech.com/,https://www.submarinecablemap.com/submarine-cable/medloop
mednautilus-submarine-system,2001 November,"7,000 km",Sparkle,ASN,https://www.globalbackbone.tisparkle.com/,https://www.submarinecablemap.com/submarine-cable/mednautilus-submarine-system
medusa-submarine-cable-system,2025 Q4,"8,760 km",AFRIX Telecom,ASN,https://medusascs.com/,https://www.submarinecablemap.com/submarine-cable/medusa-submarine-cable-system
melita-1,2009 June,97 km,Melita,NSW,http://www.melita.com/,https://www.submarinecablemap.com/submarine-cable/melita-1
meltingpot-indianoceanic-submarine-system-metiss,2021 March,"3,200 km",CEB Fibernet -  Canal+ Telecom -  Emtel -  SFR -  Telma (Telecom Malagasy) -  Zeop (incl. Reunicable),ASN,Not Given,https://www.submarinecablemap.com/submarine-cable/meltingpot-indianoceanic-submarine-system-metiss
mercator,2023 June,n.a.,BT,SubCom,Not Given,https://www.submarinecablemap.com/submarine-cable/mercator
mid-atlantic-crossing-mac,2000 June,"7,500 km",Cirion Technologies,ASN,https://www.ciriontechnologies.com/,https://www.submarinecablemap.com/submarine-cable/mid-atlantic-crossing-mac
middle-east-north-africa-mena-cable-systemgulf-bridge-international,2014 December,"8,000 km",Gulf Bridge International -  Telecom Egypt,ASN,https://www.te.eg/wps/portal/te/Business/Wholesale/,https://www.submarinecablemap.com/submarine-cable/middle-east-north-africa-mena-cable-systemgulf-bridge-international
minamidaito-island,2011,410 km,Okinawa Prefecture,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/minamidaito-island
minoas-east-and-west,2021,270 km,Grid Telecom,Prysmian,https://www.grid-telecom.com/,https://www.submarinecablemap.com/submarine-cable/minoas-east-and-west
mishima-village,2010,192 km,Mishima Village,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/mishima-village
mist,2024 December,"8,100 km",Orient Link,NEC,https://orient-link.com/home/,https://www.submarinecablemap.com/submarine-cable/mist
miyazaki-okinawa-cable-moc,1997,n.a.,KDDI,NEC,Not Given,https://www.submarinecablemap.com/submarine-cable/miyazaki-okinawa-cable-moc
monet,2017 December,"10,556 km",Algar Telecom -  Angola Cables -  Antel Uruguay -  Google,SubCom,Not Given,https://www.submarinecablemap.com/submarine-cable/monet
moratelindo-international-cable-system-1-mic-1,2008 January,70 km,Moratelindo,http://www.moratelindo.co.id,Not Given,https://www.submarinecablemap.com/submarine-cable/moratelindo-international-cable-system-1-mic-1
muroran-hachinohe,2002,280 km,Softbank Corp,NEC,Not Given,https://www.submarinecablemap.com/submarine-cable/muroran-hachinohe
n0r5ke-viking,2022 December,810 km,NOR5KE Fibre AS,https://www.n0r5kefibre.com/,Not Given,https://www.submarinecablemap.com/submarine-cable/n0r5ke-viking
n0r5ke-viking-2,2025 Q3,900 km,NOR5KE Fibre AS,https://www.n0r5kefibre.com/,Not Given,https://www.submarinecablemap.com/submarine-cable/n0r5ke-viking-2
national-digital-transmission-network-ndtn,1999 March,"1,400 km",Telecoms Infrastructure Corporation of the Philippines (TelicPhil),Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/national-digital-transmission-network-ndtn
nationwide-submarine-cable-ooredoo-maldives-nascom,2016 December,"1,136 km",Ooredoo Maldives,HMN Tech,http://ooredoo.mv/,https://www.submarinecablemap.com/submarine-cable/nationwide-submarine-cable-ooredoo-maldives-nascom
natitua,2018 December,"2,680 km",OPT French Polynesia,ASN,https://www.natitua.pf/,https://www.submarinecablemap.com/submarine-cable/natitua
natitua-sud,2023 August,820 km,OPT French Polynesia,ASN,https://www.natitua.pf/,https://www.submarinecablemap.com/submarine-cable/natitua-sud
nelson-levin,2001 June,212 km,Spark New Zealand,http://www.spark.co.nz,Not Given,https://www.submarinecablemap.com/submarine-cable/nelson-levin
new-cam-ring,2026,"3,812 km",IP Telecom,ASN,https://www.iptelecom.pt/,https://www.submarinecablemap.com/submarine-cable/new-cam-ring
new-cross-pacific-ncp-cable-system,2018 May,"13,618 km",China Mobile -  China Telecom -  China Unicom -  Chunghwa Telecom -  KT -  Microsoft -  Softbank Corp,SubCom,Not Given,https://www.submarinecablemap.com/submarine-cable/new-cross-pacific-ncp-cable-system
nigeria-cameroon-submarine-cable-system-ncscs,2015 December,"1,100 km",Camtel,HMN Tech,Not Given,https://www.submarinecablemap.com/submarine-cable/nigeria-cameroon-submarine-cable-system-ncscs
ningbo-zhoushan-cable,1999 July,35 km,China Telecom,ASN,Not Given,https://www.submarinecablemap.com/submarine-cable/ningbo-zhoushan-cable
no-uk,2021 December,713 km,NO-UK COM AS,Xtera,https://www.altiboxcarrier.com/,https://www.submarinecablemap.com/submarine-cable/no-uk
nome-to-homer-express-nthe,2027,"1,545 km",Quintillion,https://www.quintillionglobal.com/,Not Given,https://www.submarinecablemap.com/submarine-cable/nome-to-homer-express-nthe
nongsa-changi-cable,2025 Q4,50 km,BW Digital -  Telin,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/nongsa-changi-cable
nordbalt,2016,400 km,Lietuvos Energija -  Svenska Kraftnät,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/nordbalt
norfest,2023 December,749 km,Tampnet,Nexans,https://www.tampnet.com/norfest,https://www.submarinecablemap.com/submarine-cable/norfest
norte-conectado-infovia-00,2022 July,770 km,Aquamar Group -  BR.Digital Telecom -  ICOM Telecom -  SEA Telecom -  Telefonica -  Wirelink,Prysmian,https://www.rnp.br/es/proyectos/norte-conectado,https://www.submarinecablemap.com/submarine-cable/norte-conectado-infovia-00
norte-conectado-infovia-01,2023 August,"1,100 km",Alloha Fibra -  América Móvil (Claro) -  Aquamar Group -  BR Fibra -  ICOM Telecom -  Ozônio Telecom -  PPLink -  SEA Telecom -  TIM Brasil -  Telefonica -  V.tal -  Você Telecom,HMN Tech -  HT Cabos,Not Given,https://www.submarinecablemap.com/submarine-cable/norte-conectado-infovia-01
norte-conectado-infovia-02,2025,"1,200 km",Entidade Administradora da Faixa (EAF),ZTT,Not Given,https://www.submarinecablemap.com/submarine-cable/norte-conectado-infovia-02
norte-conectado-infovia-03,2024 May,600 km,Entidade Administradora da Faixa (EAF),ZTT,Not Given,https://www.submarinecablemap.com/submarine-cable/norte-conectado-infovia-03
norte-conectado-infovia-04,2025,515 km,Entidade Administradora da Faixa (EAF),ZTT,Not Given,https://www.submarinecablemap.com/submarine-cable/norte-conectado-infovia-04
north-west-cable-system,2016 September,"2,100 km",Vocus Communications,ASN,http://www.vocus.com.au/,https://www.submarinecablemap.com/submarine-cable/north-west-cable-system
northern-lights,2008,67 km,BT,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/northern-lights
northstar,1999 October,"3,229 km",Alaska Communications,ASN,https://www.alaskacommunications.com/,https://www.submarinecablemap.com/submarine-cable/northstar
nuvem,2026,"7,194 km",Google,SubCom,https://cloud.google.com/,https://www.submarinecablemap.com/submarine-cable/nuvem
nzadi-cable-system,2025,950 km,Kakike -  Lda. -  KumoxiCom -  Lda.,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/nzadi-cable-system
ogasawara-cable-network,2011 July,"1,038 km",Tokyo Metropolitan Government,NEC,Not Given,https://www.submarinecablemap.com/submarine-cable/ogasawara-cable-network
okinawa-cellular-cable,2020 April,760 km,Okinawa Cellular Telephone Company,NEC,https://www.au.com/okinawa_cellular/,https://www.submarinecablemap.com/submarine-cable/okinawa-cellular-cable
okinawa-miyakojima-ishigaki,2004,467 km,NTT,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/okinawa-miyakojima-ishigaki
okinawa-remote-islands,2017 January,915 km,Okinawa Prefecture,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/okinawa-remote-islands
olisipo,2026 Q1,110 km,EllaLink,https://www.ella.link/,Not Given,https://www.submarinecablemap.com/submarine-cable/olisipo
oman-australia-cable-oac,2022 October,"11,000 km",SUBCO,SubCom,https://sub.co/,https://www.submarinecablemap.com/submarine-cable/oman-australia-cable-oac
omranepeg,2013 Q1,600 km,Omantel -  Vodafone,http://www.omantel.om,Not Given,https://www.submarinecablemap.com/submarine-cable/omranepeg
oran-valencia-orval,2020 December,770 km,Algerie Telecom,ASN,https://www.algerietelecom.dz/,https://www.submarinecablemap.com/submarine-cable/oran-valencia-orval
oskarshamn-visby,2008,n.a.,GlobalConnect,https://globalconnectcarrier.com/,Not Given,https://www.submarinecablemap.com/submarine-cable/oskarshamn-visby
oteglobe-kokkini-bari,2004 June,700 km,OTEGLOBE,ASN,http://www.oteglobe.gr/,https://www.submarinecablemap.com/submarine-cable/oteglobe-kokkini-bari
pacific-caribbean-cable-system-pccs,2015 September,"6,000 km",Liberty Latin America (LLA) -  Setar -  Telconet -  Telxius -  United Telecommunication Services (UTS),ASN,Not Given,https://www.submarinecablemap.com/submarine-cable/pacific-caribbean-cable-system-pccs
pacific-crossing-1-pc-1,1999 December,"21,000 km",Pacific Crossing,SubCom,http://www.pc1.com/,https://www.submarinecablemap.com/submarine-cable/pacific-crossing-1-pc-1
pacific-light-cable-network-plcn,2022 January,"11,806 km",Google -  Meta,SubCom,Not Given,https://www.submarinecablemap.com/submarine-cable/pacific-light-cable-network-plcn
palapa-ring-east,2019 October,"6,300 km",Indonesian Government -  Moratelindo -  Telekom PT SmartFren,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/palapa-ring-east
palapa-ring-middle,2018 December,"2,100 km",Indonesian Government,HMN Tech,Not Given,https://www.submarinecablemap.com/submarine-cable/palapa-ring-middle
palapa-ring-west,2018 February,"1,980 km",Indonesian Government,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/palapa-ring-west
palawan-iloilo-cable-system,2014 January,300 km,PLDT,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/palawan-iloilo-cable-system
pan-american-crossing-pac,2000 March,"10,000 km",Cirion Technologies,SubCom,https://www.ciriontechnologies.com/,https://www.submarinecablemap.com/submarine-cable/pan-american-crossing-pac
pan-european-crossing-uk-belgium,1999,117 km,Colt,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/pan-european-crossing-uk-belgium
pan-european-crossing-uk-ireland,2000 September,495 km,Colt,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/pan-european-crossing-uk-ireland
paniolo-cable-network,2009,576 km,Hawaiian Telcom,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/paniolo-cable-network
pasuli,2019 August,40 km,FiberStar -  XL Axiata,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/pasuli
patara-2,2023 October,"1,200 km",Telin,NEC,Not Given,https://www.submarinecablemap.com/submarine-cable/patara-2
peace-cable,2022 March,"25,000 km",Peace Cable International Network Co. Ltd.,HMN Tech,http://www.peacecable.net/,https://www.submarinecablemap.com/submarine-cable/peace-cable
penbal-4,1991,317 km,Telefonica,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/penbal-4
penbal-5,1994,315 km,Telefonica,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/penbal-5
pencan-8,2011,"1,400 km",Telefonica,ASN,Not Given,https://www.submarinecablemap.com/submarine-cable/pencan-8
pencan-9,n.a.,"1,398 km",Telefonica,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/pencan-9
persona,2008,800 km,Eastlink,Nexans,Not Given,https://www.submarinecablemap.com/submarine-cable/persona
petropavlovsk-kamchatsky---anadyr,2022 December,"2,173 km",Rostelecom,HMN Tech,https://www.company.rt.ru/,https://www.submarinecablemap.com/submarine-cable/petropavlovsk-kamchatsky---anadyr
pgascom,2010,264 km,PGASCOM,http://www.pgascom.co.id,Not Given,https://www.submarinecablemap.com/submarine-cable/pgascom
philippine-domestic-submarine-cable-network-pdscn,2023 April,"2,500 km",Eastern Telecom -  Globe Telecom -  Infinivan Inc.,Nexans,Not Given,https://www.submarinecablemap.com/submarine-cable/philippine-domestic-submarine-cable-network-pdscn
piano-isole-minori,2024 December,830 km,Infratel Italia,https://www.infratelitalia.it/,Not Given,https://www.submarinecablemap.com/submarine-cable/piano-isole-minori
picot-1,2008,n.a.,OPT,ASN,https://www.opt.nc/,https://www.submarinecablemap.com/submarine-cable/picot-1
pipe-pacific-cable-1-ppc-1,2009 October,"6,900 km",TPG Corporation (incl. iiNet and Internode),SubCom,https://www.tpg.com.au/,https://www.submarinecablemap.com/submarine-cable/pipe-pacific-cable-1-ppc-1
pishgaman-oman-iran-poi-network,2012 June,400 km,Pishgaman Kavir,http://www.poiconnections.com/,Not Given,https://www.submarinecablemap.com/submarine-cable/pishgaman-oman-iran-poi-network
pldt-domestic-fiber-optic-network-dfon,1997,"11,100 km",PLDT,http://www.pldt.com.ph,Not Given,https://www.submarinecablemap.com/submarine-cable/pldt-domestic-fiber-optic-network-dfon
png-lng,2014,200 km,Telikom Papua New Guinea,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/png-lng
polar-circle-cable,2007 September,"1,004 km",KystTele,http://www.kysttele.no,Not Given,https://www.submarinecablemap.com/submarine-cable/polar-circle-cable
polar-express,2022 October,"12,650 km",Russian Government,https://xn--e1ahdckegffejda6k5a1a.xn--p1ai/en/,Not Given,https://www.submarinecablemap.com/submarine-cable/polar-express
poseidon,2014 April,800 km,Ocean Specialists -  Inc (OSI),https://www.oceanspecialists.com,Not Given,https://www.submarinecablemap.com/submarine-cable/poseidon
prat,2020 Q2,"3,500 km",Grupo Gtd,Prysmian,https://www.gtd.cl/,https://www.submarinecablemap.com/submarine-cable/prat
proa,2026 Q1,n.a.,Google,NEC,https://cloud.google.com/,https://www.submarinecablemap.com/submarine-cable/proa
projeto-amaznia-conectada-pac-01,2017,800 km,Government of Brazil,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/projeto-amaznia-conectada-pac-01
projeto-amaznia-conectada-pac-02,2021,"1,000 km",Government of Brazil,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/projeto-amaznia-conectada-pac-02
qatar-u-a-e-submarine-cable-system,2004 December,100 km,Etisalat UAE -  Ooredoo,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/qatar-u-a-e-submarine-cable-system
quintillion-subsea-cable-network,2017 December,"1,900 km",Quintillion,ASN,https://www.quintillionglobal.com/,https://www.submarinecablemap.com/submarine-cable/quintillion-subsea-cable-network
r100-north,2023 Q1,224 km,BT,Nexans,https://www.scotlandsuperfast.com/r100-programme/r100-subsea-deployment/,https://www.submarinecablemap.com/submarine-cable/r100-north
raman,2025,"7,028 km",Google -  Omantel -  Sparkle,ASN,Not Given,https://www.submarinecablemap.com/submarine-cable/raman
red2med,2023 Q1,420 km,Telecom Egypt,ASN,https://www.te.eg/interactivemap/#/the-digital-hub,https://www.submarinecablemap.com/submarine-cable/red2med
rnne-rdvig,1989,153 km,TDC Group,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/rnne-rdvig
rockabill,2019 November,221 km,euNetworks,http://www.eunetworks.com,Not Given,https://www.submarinecablemap.com/submarine-cable/rockabill
rompin-tioman-island,2018,75 km,Telekom Malaysia,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/rompin-tioman-island
romsar-2,1996,n.a.,Sparkle,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/romsar-2
romulo,2011,237 km,Red Electrica,https://www.ree.es/,Not Given,https://www.submarinecablemap.com/submarine-cable/romulo
roquetas-melilla-cam,2014 January,181 km,Telefonica,https://www.telefonica.com/,Not Given,https://www.submarinecablemap.com/submarine-cable/roquetas-melilla-cam
ruppione-isolella,2007,62 km,Corsica Haut Débit,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/ruppione-isolella
russia-japan-cable-network-rjcn,2008 September,"1,800 km",KDDI -  Rostelecom,NEC,Not Given,https://www.submarinecablemap.com/submarine-cable/russia-japan-cable-network-rjcn
s-u-b-cable-system,2008,"2,009 km",Telkom Indonesia,NEC,Not Given,https://www.submarinecablemap.com/submarine-cable/s-u-b-cable-system
saba-statia-cable-system-sscs,2013,198 km,Government of the Netherlands,http://www.sscsbv.com,Not Given,https://www.submarinecablemap.com/submarine-cable/saba-statia-cable-system-sscs
safe,2002 April,"13,500 km",AT&T -  Angola Telecom -  BICS -  Camtel -  China Telecom -  Chunghwa Telecom -  Cogent -  Ghana Telecommunications Company -  KPN -  Liquid Intelligent Technologies -  Maroc Telecom -  Mauritius Telecom -  NATCOM (Nigeria) -  OPT -  Orange -  Orange Cote d’Ivoire -  PCCW -  Singtel -  Sonatel -  Sparkle -  Tata Communications -  Telecom Namibia -  Telefonica -  Telekom Malaysia -  Telkom South Africa -  Telstra -  Verizon -  Vodafone,SubCom,Not Given,https://www.submarinecablemap.com/submarine-cable/safe
sagres,1998 July,302 km,Altice Portugal,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/sagres
sakhalin-kuril-islands-cable,2019 March,940 km,Rostelecom,HMN Tech,https://www.company.rt.ru/,https://www.submarinecablemap.com/submarine-cable/sakhalin-kuril-islands-cable
samoa-american-samoa-sas,2009 May,250 km,American Samoa Government -  Elandia,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/samoa-american-samoa-sas
san-andres-isla-tolu-submarine-cable-sait,2010 December,826 km,Energía Integral Andina,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/san-andres-isla-tolu-submarine-cable-sait
sape-labuan-bajo-ende-kupang-cable-systems,2021 Q1,474 km,Moratelindo,http://moratelindo.co.id,Not Given,https://www.submarinecablemap.com/submarine-cable/sape-labuan-bajo-ende-kupang-cable-systems
sarco,2006,n.a.,Free,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/sarco
sat-3wasc,2002 April,"14,350 km",AT&T -  Altice Portugal -  Angola Telecom -  BICS -  BT -  Camtel -  China Telecom -  Chunghwa Telecom -  Cogent -  Cyta -  Deutsche Telekom -  Ghana Telecommunications Company -  KPN -  KT -  Liquid Intelligent Technologies -  Maroc Telecom -  Mauritius Telecom -  NATCOM (Nigeria) -  OPT -  Orange -  Orange Cote d’Ivoire -  PCCW -  SBIN (La Société Béninoise d’Infrastructures Numériques) -  Singtel -  Sparkle -  Tata Communications -  Telecom Namibia -  Telekom Malaysia -  Telkom South Africa -  Telstra -  Telxius -  Verizon -  Vodafone,ASN,Not Given,https://www.submarinecablemap.com/submarine-cable/sat-3wasc
saudi-arabia-sudan-1-sas-1,2003 April,333 km,Saudi Telecom -  Sudatel -  The Arab Investment Company,ASN,Not Given,https://www.submarinecablemap.com/submarine-cable/saudi-arabia-sudan-1-sas-1
saudi-arabia-sudan-2-sas-2,2011 July,330 km,Saudi Telecom -  Sudatel,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/saudi-arabia-sudan-2-sas-2
saudi-vision,2023 May,"1,071 km",Saudi Telecom,ASN,http://www.stc.com.sa/,https://www.submarinecablemap.com/submarine-cable/saudi-vision
scandinavian-ring-north,2000,5 km,Arelion,Ericsson,Not Given,https://www.submarinecablemap.com/submarine-cable/scandinavian-ring-north
scandinavian-ring-south,2000,21 km,Arelion,Ericsson,Not Given,https://www.submarinecablemap.com/submarine-cable/scandinavian-ring-south
scotland-northern-ireland-3,2022,42 km,BT,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/scotland-northern-ireland-3
scotland-northern-ireland-4,2022,85 km,BT,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/scotland-northern-ireland-4
scylla,2021 August,204 km,euNetworks,http://www.eunetworks.com,Not Given,https://www.submarinecablemap.com/submarine-cable/scylla
sea-h2x,2025 Q4,"5,000 km",China Mobile -  China Unicom -  Converge ICT -  Sonia Satellite Services Sdn Bhd,HMN Tech,Not Given,https://www.submarinecablemap.com/submarine-cable/sea-h2x
sea-us,2017 August,"14,500 km",GTA TeleGuam -  Globe Telecom -  Hawaiian Telcom -  RTI -  Telin,NEC,Not Given,https://www.submarinecablemap.com/submarine-cable/sea-us
sea2shore,2016,32 km,National Grid,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/sea2shore
seabras-1,2017 September,"10,800 km",Seaborn Networks -  Sparkle,ASN,http://www.seabornnetworks.com/,https://www.submarinecablemap.com/submarine-cable/seabras-1
