cable_name,rfs,cable_length,owners,suppliers,submarine_networks_url,submarine_cable_map_url
2africa,2024,"45,000 km",Bayobab -  China Mobile -  Meta -  Orange -  Saudi Telecom -  Telecom Egypt -  Vodafone -  WIOCC,ASN,https://www.2africacable.net/,https://www.submarinecablemap.com/submarine-cable/2africa
5-villages-6-islands,2019,355 km,Tokyo Metropolitan Government,NEC,Not Given,https://www.submarinecablemap.com/submarine-cable/5-villages-6-islands
acs-alaska-oregon-network-akorn,2009 April,"3,000 km",Alaska Communications,SubCom,https://www.alaskacommunications.com/,https://www.submarinecablemap.com/submarine-cable/acs-alaska-oregon-network-akorn
aden-djibouti,1994,269 km,Djibouti Telecom -  Orange -  Sparkle -  Tata Communications -  TeleYemen,ASN,https://www.teleyemen.com.ye/,https://www.submarinecablemap.com/submarine-cable/aden-djibouti
adria-1,1996 September,440 km,ALBtelecom -  Hrvatski Telekom,ASN,Not Given,https://www.submarinecablemap.com/submarine-cable/adria-1
aec-1,2016 January,"5,521 km",Aqua Comms,SubCom,https://aquacomms.com/,https://www.submarinecablemap.com/submarine-cable/aec-1
africa-1,2025,"10,000 km",Etisalat UAE -  G42 -  Mobily -  Omantel -  Pakistan Telecommunications Company Ltd. -  TeleYemen -  Telecom Egypt,ASN,Not Given,https://www.submarinecablemap.com/submarine-cable/africa-1
africa-coast-to-europe-ace,2012 December,"17,000 km",Bayobab -  Cable Consortium of Liberia -  Canalink -  Dolphin Telecom -  GUILAB -  Gambia Submarine Cable Company -  International Mauritania Telecom -  Orange -  Orange Cameroun -  Orange Cote d’Ivoire -  Orange Mali -  Republic of Cameroon -  Republic of Equatorial Guinea -  Republic of Gabon -  Republic of Guinea Bissau -  SBIN (Société Béninoise des Infrastructures Numériques du Bénin) -  STP Cabo -  Sierra Leone Cable Company -  Sonatel -  Zamani Telecom,ASN,Not Given,https://www.submarinecablemap.com/submarine-cable/africa-coast-to-europe-ace
airraq,2025 Q1,680 km,Unicom -  Inc.,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/airraq
alaska-united-east-au-east,1999 February,"3,751 km",GCI Communication Corp,SubCom,https://www.gci.com/,https://www.submarinecablemap.com/submarine-cable/alaska-united-east-au-east
alaska-united-southeast-au-se,2008 November,626 km,GCI Communication Corp,SubCom,https://www.gci.com/,https://www.submarinecablemap.com/submarine-cable/alaska-united-southeast-au-se
alaska-united-turnagain-arm-auta,2012,53 km,GCI Communication Corp,https://www.gci.com/,Not Given,https://www.submarinecablemap.com/submarine-cable/alaska-united-turnagain-arm-auta
alaska-united-west-au-west,2004 June,"2,485 km",GCI Communication Corp,NEC,https://www.gci.com/,https://www.submarinecablemap.com/submarine-cable/alaska-united-west-au-west
alba-1,2012 August,"1,860 km",Telecom Venezuela -  Transbit,ASN,Not Given,https://www.submarinecablemap.com/submarine-cable/alba-1
aletar,1997 April,787 km,Liban Telecom -  Syrian Telecommunications Establishment -  Telecom Egypt,ASN,Not Given,https://www.submarinecablemap.com/submarine-cable/aletar
almera-melilla-alme,1990,198 km,Telefonica,Nexans,https://www.telefonica.com/,https://www.submarinecablemap.com/submarine-cable/almera-melilla-alme
alonso-de-ojeda,1999,128 km,Setar,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/alonso-de-ojeda
alpal-2,2002 July,312 km,Algerie Telecom -  Orange -  Sparkle -  Telxius,Prysmian,Not Given,https://www.submarinecablemap.com/submarine-cable/alpal-2
america-movil-submarine-cable-system-1-amx-1,2014,"17,800 km",América Móvil (Claro),ASN,http://www.americamovil.com/,https://www.submarinecablemap.com/submarine-cable/america-movil-submarine-cable-system-1-amx-1
american-1,1999,140 km,Bell Canada -  Ledcor Industries Inc. -  Rogers Communications -  Zayo,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/american-1
americas-i-north,1994 September,"2,012 km",AT&T,SubCom,Not Given,https://www.submarinecablemap.com/submarine-cable/americas-i-north
americas-ii,2000 August,"8,373 km",AT&T -  Altice Portugal -  CANTV -  Cogent -  Corporacion Nacional de Telecomunicaciones (CNT) -  Embratel -  Liberty Latin America (LLA) -  Lumen -  Orange -  Sparkle -  Tata Communications -  Verizon,SubCom,Not Given,https://www.submarinecablemap.com/submarine-cable/americas-ii
amerigo-vespucci,1999,85 km,Antelecom,ASN,Not Given,https://www.submarinecablemap.com/submarine-cable/amerigo-vespucci
amitie,2023 July,"6,792 km",Aqua Comms -  Meta -  Microsoft -  Orange -  Vodafone,ASN,Not Given,https://www.submarinecablemap.com/submarine-cable/amitie
andromeda,2026,n.a.,Grid Telecom -  Tamares Telecom,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/andromeda
anjana,2025 Q1,"7,121 km",Meta,NEC,https://about.meta.com/,https://www.submarinecablemap.com/submarine-cable/anjana
antillas-1,1997 June,650 km,Altice Dominicana -  Antelecom -  Claro Dominicana (Codetel) -  Liberty Latin America (LLA) -  Setar,SubCom,Not Given,https://www.submarinecablemap.com/submarine-cable/antillas-1
apcn-2,2001 December,"19,000 km",AT&T -  BT -  China Telecom -  China Unicom -  Chunghwa Telecom -  HKBN -  KDDI -  KT -  LG Uplus -  NTT -  Orange -  PCCW -  PLDT -  Singtel -  Singtel Optus -  Softbank Corp -  Starhub -  Tata Communications -  Telekom Malaysia -  Telstra -  Verizon -  Vodafone,NEC,Not Given,https://www.submarinecablemap.com/submarine-cable/apcn-2
apollo,2003 February,"13,000 km",Vodafone,ASN,http://www.vodafone.com/business/article-cs-apollo-submarine-cable-system,https://www.submarinecablemap.com/submarine-cable/apollo
apollo-east-and-west,2025 Q2,670 km,Grid Telecom,https://www.grid-telecom.com/,Not Given,https://www.submarinecablemap.com/submarine-cable/apollo-east-and-west
apricot,2026,"11,972 km",Chunghwa Telecom -  Google -  Meta -  NTT -  PLDT,SubCom,Not Given,https://www.submarinecablemap.com/submarine-cable/apricot
aqualink,2001 December,n.a.,One NZ,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/aqualink
arcos,2001 December,"8,600 km",AT&T -  Alestra -  Bahamas Telecommunications Company -  Belize Telemedia -  CANTV -  Claro Dominicana (Codetel) -  Enitel -  Hondutel -  ICE (Kolbi) -  Internexa -  Liberty Latin America (LLA) -  Orbinet Overseas -  RACSA -  Telecomunicaciones Ultramarinas de Puerto Rico -  Telepuerto San Isidro -  Tigo Colombia -  Tricom USA -  United Telecommunication Services (UTS) -  Verizon,SubCom,https://libertynet.com/,https://www.submarinecablemap.com/submarine-cable/arcos
arimao,2023,"2,470 km",Empresa de Telecomunicaciones de Cuba -  Orange,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/arimao
arsat-submarine-fiber-optic-cable,2012 Q2,40 km,ARSAT,http://www.arsat.com.ar/,Not Given,https://www.submarinecablemap.com/submarine-cable/arsat-submarine-fiber-optic-cable
asia-africa-europe-1-aae-1,2017 June,"25,000 km",China Unicom -  Djibouti Telecom -  Etisalat UAE -  Hyalroute -  Metfone -  Mobily -  National Telecom -  OTEGLOBE -  Omantel -  Ooredoo -  PCCW -  Pakistan Telecommunications Company Ltd. -  Reliance Jio Infocomm -  Retelit -  TIME dotCom -  TeleYemen -  Telecom Egypt -  VNPT International -  Viettel Corporation,NEC -  SubCom,http://www.aaeone.com/,https://www.submarinecablemap.com/submarine-cable/asia-africa-europe-1-aae-1
asia-america-gateway-aag-cable-system,2009 November,"20,000 km",AT&T -  BT -  Bharti Airtel -  Eastern Telecom -  Ezecom -  Globe Telecom -  Indosat Ooredoo -  National Telecom -  PLDT -  Saigon Postel Corporation -  Spark New Zealand -  Starhub -  Telekom Malaysia -  Telkom Indonesia -  Telstra -  Unified National Networks (UNN) -  VNPT International -  Viettel Corporation,ASN -  NEC,https://asia-america-gateway.com/,https://www.submarinecablemap.com/submarine-cable/asia-america-gateway-aag-cable-system
asia-connect-cable-1-acc-1,2028 Q1,"19,000 km",Inligo Networks,http://www.inligonetworks.com/,Not Given,https://www.submarinecablemap.com/submarine-cable/asia-connect-cable-1-acc-1
asia-direct-cable-adc,2025 Q1,"9,800 km",China Telecom -  China Unicom -  National Telecom -  PLDT -  Singtel -  Softbank Corp -  Tata Communications -  Viettel Corporation,NEC,Not Given,https://www.submarinecablemap.com/submarine-cable/asia-direct-cable-adc
asia-link-cable-alc,2026 Q1,"7,200 km",China Telecom -  China Unicom -  DITO Telecommunity -  FPT Telecom -  Globe Telecom -  Singtel -  TIME dotCom -  Telekom Malaysia -  Unified National Networks (UNN) -  VNPT -  Viettel Corporation,HMN Tech,Not Given,https://www.submarinecablemap.com/submarine-cable/asia-link-cable-alc
asia-pacific-gateway-apg,2016 November,"10,400 km",China Mobile -  China Telecom -  China Unicom -  Chunghwa Telecom -  KT -  LG Uplus -  Meta -  NTT -  National Telecom -  Starhub -  TIME dotCom -  VNPT International -  Viettel Corporation,NEC,Not Given,https://www.submarinecablemap.com/submarine-cable/asia-pacific-gateway-apg
asia-submarine-cable-express-asecahaya-malaysia,2012 August,"8,148 km",NTT -  PLDT -  Starhub -  Telekom Malaysia,NEC,Not Given,https://www.submarinecablemap.com/submarine-cable/asia-submarine-cable-express-asecahaya-malaysia
atisa,2017 June,279 km,Docomo Pacific,NEC,http://atisa.docomopacific.com/,https://www.submarinecablemap.com/submarine-cable/atisa
atlantic-crossing-1-ac-1,1998 May,"14,301 km",Colt,SubCom,Not Given,https://www.submarinecablemap.com/submarine-cable/atlantic-crossing-1-ac-1
atlas-offshore,2007 July,"1,634 km",Maroc Telecom,ASN,https://www.iam.ma/,https://www.submarinecablemap.com/submarine-cable/atlas-offshore
au-aleutian,2022 December,"1,491 km",GCI Communication Corp,https://www.gci.com/,Not Given,https://www.submarinecablemap.com/submarine-cable/au-aleutian
aurora,2024 Q1,n.a.,GlobalConnect,Hexatronic,https://www.globalconnectcarrier.com/,https://www.submarinecablemap.com/submarine-cable/aurora
australia-connect-interlink,2027,n.a.,Google,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/australia-connect-interlink
australia-japan-cable-ajc,2001 December,"12,700 km",AT&T -  NTT -  Softbank Corp -  Telstra -  Verizon,SubCom,https://ajcable.com/,https://www.submarinecablemap.com/submarine-cable/australia-japan-cable-ajc
australia-singapore-cable-asc,2018 September,"4,600 km",Vocus Communications,ASN,https://www.australiasingaporecable.com/,https://www.submarinecablemap.com/submarine-cable/australia-singapore-cable-asc
avassa,2016 November,260 km,Comores Telecom -  STOI,HMN Tech,Not Given,https://www.submarinecablemap.com/submarine-cable/avassa
awashima-murakami,2022,66 km,Awashimaura Village,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/awashima-murakami
azores-fiber-optic-system-afos,1998 July,"1,100 km",Altice Portugal,NSW,Not Given,https://www.submarinecablemap.com/submarine-cable/azores-fiber-optic-system-afos
b2js-jakarta-bangka-batam-singapore-cable-system,2013 Q2,759 km,Triasmitra,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/b2js-jakarta-bangka-batam-singapore-cable-system
bahamas-2,1997 June,470 km,AT&T -  Telefonica -  Verizon,SubCom,Not Given,https://www.submarinecablemap.com/submarine-cable/bahamas-2
bahamas-domestic-submarine-network-bdsni,2006,"2,817 km",Bahamas Telecommunications Company -  Teleco,SubCom,http://www.btcbahamas.com/,https://www.submarinecablemap.com/submarine-cable/bahamas-domestic-submarine-network-bdsni
bahamas-internet-cable-system-bics,2001 July,"1,100 km",Caribbean Crossings,https://www.rev.bs/business-solutions/,Not Given,https://www.submarinecablemap.com/submarine-cable/bahamas-internet-cable-system-bics
balalink,2001 October,274 km,IslaLink,http://www.islalink.es,Not Given,https://www.submarinecablemap.com/submarine-cable/balalink
balok,2016 February,60 km,XL Axiata,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/balok
baltic-sea-submarine-cable,2000,"1,042 km",CITIC Telecom International,ASN,https://www.citictel.com/,https://www.submarinecablemap.com/submarine-cable/baltic-sea-submarine-cable
baltica,1997 March,437 km,Arelion -  Orange Polska -  Slovak Telekom -  TDC Group -  Telenor -  Ukrtelecom,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/baltica
bangladesh-private-cable-system-bpcs,2026 Q1,"1,300 km",CdNet Communications -  Metacore Subcom -  Summit Communications,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/bangladesh-private-cable-system-bpcs
barat-timur-indonesia-1-bti-1,2026 Q4,"4,500 km",Super Sistem (PT Super Sistem Data),Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/barat-timur-indonesia-1-bti-1
barat-timur-indonesia-2-bti-2,2028 Q4,"11,600 km",Super Sistem (PT Super Sistem Data),Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/barat-timur-indonesia-2-bti-2
bass-strait-1,1995,241 km,Telstra,ASN,Not Given,https://www.submarinecablemap.com/submarine-cable/bass-strait-1
bass-strait-2,2003,239 km,Telstra,ASN,Not Given,https://www.submarinecablemap.com/submarine-cable/bass-strait-2
basslink,2005 November,298 km,Basslink Telecoms,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/basslink
batam-dumai-melaka-bdm-cable-system,2009 November,353 km,Moratelindo -  Telekom Malaysia,HMN Tech,http://www.moratelindo.co.id/,https://www.submarinecablemap.com/submarine-cable/batam-dumai-melaka-bdm-cable-system
batam-rengit-cable-system-brcs,2007 October,64 km,XL Axiata,https://www.xl.co.id/,Not Given,https://www.submarinecablemap.com/submarine-cable/batam-rengit-cable-system-brcs
batam-sarawak-internet-cable-system-basics,2021 Q1,762 km,Irix Sdn Bhd,https://www.irix.my/,Not Given,https://www.submarinecablemap.com/submarine-cable/batam-sarawak-internet-cable-system-basics
batam-singapore-cable-system-bscs,2009,73 km,Telkom Indonesia,NEC,Not Given,https://www.submarinecablemap.com/submarine-cable/batam-singapore-cable-system-bscs
bay-of-bengal-gateway-bbg,2016 Q1,"8,100 km",AT&T -  China Telecom -  Dialog Axiata -  Etisalat UAE -  Omantel -  Reliance Jio Infocomm -  Telekom Malaysia -  Telstra -  Vodafone,ASN,https://www.bayofbengalgateway.com/,https://www.submarinecablemap.com/submarine-cable/bay-of-bengal-gateway-bbg
bcs-east,1995,97 km,Arelion,Ericsson,Not Given,https://www.submarinecablemap.com/submarine-cable/bcs-east
bcs-east-west-interlink,1997 November,218 km,Arelion,Ericsson,Not Given,https://www.submarinecablemap.com/submarine-cable/bcs-east-west-interlink
bcs-north---phase-1,1998,513 km,Arelion,Ericsson,Not Given,https://www.submarinecablemap.com/submarine-cable/bcs-north---phase-1
bcs-north---phase-2,2000,280 km,Arelion,Ericsson,Not Given,https://www.submarinecablemap.com/submarine-cable/bcs-north---phase-2
beaufort,2025,n.a.,Amazon Web Services -  Vodafone,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/beaufort
berytar,1997 April,134 km,Lebanese Ministry of Telecommunications -  Syrian Telecommunications Establishment,ASN,Not Given,https://www.submarinecablemap.com/submarine-cable/berytar
besut-perhentian-islands,2019,21 km,Telekom Malaysia,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/besut-perhentian-islands
bharat-lanka-cable-system,2006 June,325 km,Bharat Sanchar Nigam Ltd. (BSNL) -  Sri Lanka Telecom,NEC,Not Given,https://www.submarinecablemap.com/submarine-cable/bharat-lanka-cable-system
bicentenario,2011 December,250 km,Antel Uruguay -  Telecom Argentina,ASN,Not Given,https://www.submarinecablemap.com/submarine-cable/bicentenario
bifrost,2025 Q1,"19,888 km",Keppel T&T -  Meta -  Telin,ASN,Not Given,https://www.submarinecablemap.com/submarine-cable/bifrost
biznet-nusantara-cable-system-1-bncs-1,2023 Q4,105 km,Biznet,CCSI,https://www.biznetnetworks.com/,https://www.submarinecablemap.com/submarine-cable/biznet-nusantara-cable-system-1-bncs-1
blue,2023,"4,696 km",Google -  Omantel -  Sparkle,ASN,Not Given,https://www.submarinecablemap.com/submarine-cable/blue
bodo-rost-cable,2016,109 km,Telenor,Nexans,Not Given,https://www.submarinecablemap.com/submarine-cable/bodo-rost-cable
boracay-palawan-submarine-cable-system-bpscs,2013 June,332 km,Globe Telecom,HMN Tech,Not Given,https://www.submarinecablemap.com/submarine-cable/boracay-palawan-submarine-cable-system-bpscs
bosun,2027,n.a.,Google,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/bosun
botnia,1994,93 km,Arelion,ASN,Not Given,https://www.submarinecablemap.com/submarine-cable/botnia
brazilian-festoon,1996,"2,552 km",Embratel,http://www.embratel.com.br,Not Given,https://www.submarinecablemap.com/submarine-cable/brazilian-festoon
bridge-one,2026 July,330 km,DCT Telecom,http://dctcable.com/,Not Given,https://www.submarinecablemap.com/submarine-cable/bridge-one
brusa,2018 August,"11,000 km",Telxius,ASN,http://www.telxius.com/,https://www.submarinecablemap.com/submarine-cable/brusa
bt-highlands-and-islands-submarine-cable-system,2014 December,402 km,BT,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/bt-highlands-and-islands-submarine-cable-system
bt-mt-1,1990,80 km,BT -  Manx Telecom,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/bt-mt-1
bugio,1996 July,73 km,Altice Portugal,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/bugio
bulikula,2026,"21,600 km",Google,SubCom,https://cloud.google.com/,https://www.submarinecablemap.com/submarine-cable/bulikula
c-lion1,2016 March,"1,172 km",Cinia Oy,ASN,https://www.cinia.fi/en/,https://www.submarinecablemap.com/submarine-cable/c-lion1
cabo-verde-telecom-domestic-submarine-cable-phase-1,1997,n.a.,Cabo Verde Telecom (CVT),https://www.cvtelecom.cv,Not Given,https://www.submarinecablemap.com/submarine-cable/cabo-verde-telecom-domestic-submarine-cable-phase-1
cabo-verde-telecom-domestic-submarine-cable-phase-2,2002,n.a.,Cabo Verde Telecom (CVT),https://www.cvtelecom.cv,Not Given,https://www.submarinecablemap.com/submarine-cable/cabo-verde-telecom-domestic-submarine-cable-phase-2
cabo-verde-telecom-domestic-submarine-cable-phase-3,2011,n.a.,Cabo Verde Telecom (CVT),https://www.cvtelecom.cv,Not Given,https://www.submarinecablemap.com/submarine-cable/cabo-verde-telecom-domestic-submarine-cable-phase-3
cadmos,1995 September,230 km,A1 Telekom Austria -  AT&T -  Cyta -  Deutsche Telekom -  Lebanese Ministry of Telecommunications -  Orange -  Sparkle -  Syrian Telecommunications Establishment -  Tata Communications,SubCom,Not Given,https://www.submarinecablemap.com/submarine-cable/cadmos
cadmos-2,2026 February,250 km,Cyta -  Lebanese Ministry of Telecommunications,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/cadmos-2
calvi-st-florent,1997,64 km,Orange,ASN,Not Given,https://www.submarinecablemap.com/submarine-cable/calvi-st-florent
cam-ring,2003,"1,120 km",Altice Portugal,ASN,Not Given,https://www.submarinecablemap.com/submarine-cable/cam-ring
cambodia-hong-kong,2025 July,"2,715 km",Government of Cambodia,HMN Tech,Not Given,https://www.submarinecablemap.com/submarine-cable/cambodia-hong-kong
canalink,2011,"1,835 km",IT3,ASN,http://www.canalink.tel/,https://www.submarinecablemap.com/submarine-cable/canalink
candalta,1999,110 km,Telefonica,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/candalta
cantat-3,1994 November,270 km,Shefa,ASN,http://www.shefa.fo/,https://www.submarinecablemap.com/submarine-cable/cantat-3
caribbean-bermuda-u-s-cbus,2009 October,"1,600 km",Liberty Latin America (LLA),https://libertynet.com/contact,Not Given,https://www.submarinecablemap.com/submarine-cable/caribbean-bermuda-u-s-cbus
caribbean-regional-communications-infrastructure-program-carcip,2019 June,225 km,Digicel,https://www.digicelgroup.com,Not Given,https://www.submarinecablemap.com/submarine-cable/caribbean-regional-communications-infrastructure-program-carcip
carnival-submarine-network-1-csn-1,2025 Q3,"4,500 km",Telconet,ASN,https://www.telconet.net/,https://www.submarinecablemap.com/submarine-cable/carnival-submarine-network-1-csn-1
caspian-crossing,2026,341 km,Azertelecom -  Kazakhtelecom,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/caspian-crossing
caucasus-cable-system,2008 November,"1,200 km",Caucasus Online,SubCom,http://www.co.ge/en/,https://www.submarinecablemap.com/submarine-cable/caucasus-cable-system
cayman-jamaica-fiber-system-cjfs,1997 June,870 km,Liberty Latin America (LLA),ASN,https://libertynet.com/,https://www.submarinecablemap.com/submarine-cable/cayman-jamaica-fiber-system-cjfs
ceiba-1,2011 June,287 km,GITGE (Gestor de Infraestructuras de Telecomunicaciones de Guinea Ecuatorial),http://www.gitge.com,Not Given,https://www.submarinecablemap.com/submarine-cable/ceiba-1
ceiba-2,2017,290 km,GITGE (Gestor de Infraestructuras de Telecomunicaciones de Guinea Ecuatorial),HMN Tech,http://www.gitge.com/,https://www.submarinecablemap.com/submarine-cable/ceiba-2
celia,2027 Q3,"3,700 km",APUA -  Orange -  Setar -  Telxius,ASN,Not Given,https://www.submarinecablemap.com/submarine-cable/celia
celtixconnect-1-cc-1,2012 January,131 km,Aqua Comms,ASN,https://aquacomms.com/,https://www.submarinecablemap.com/submarine-cable/celtixconnect-1-cc-1
challenger-bermuda-1-cb-1,2008 December,"1,448 km",One Communications,ASN,https://onecomm.bm/,https://www.submarinecablemap.com/submarine-cable/challenger-bermuda-1-cb-1
channel-islands-9-liberty-submarine-cable,2008 June,n.a.,JTGlobal,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/channel-islands-9-liberty-submarine-cable
chennai-andaman-nicobar-islands-cable-cani,2020 August,"2,300 km",Bharat Sanchar Nigam Ltd. (BSNL),NEC,http://www.bsnl.co.in/,https://www.submarinecablemap.com/submarine-cable/chennai-andaman-nicobar-islands-cable-cani
chi,2001,"3,932 km",Hawaiian Telcom -  Verizon,ASN -  Fujitsu,Not Given,https://www.submarinecablemap.com/submarine-cable/chi
chuuk-pohnpei-cable,2019 May,"1,200 km",Federated States of Micronesia Telecommunications Cable Corporation (FSMTCC),NEC,https://fsmcable.com/chuuk,https://www.submarinecablemap.com/submarine-cable/chuuk-pohnpei-cable
circe-north,1999 February,203 km,Zayo -  euNetworks,ASN,Not Given,https://www.submarinecablemap.com/submarine-cable/circe-north
circe-south,1999 February,115 km,Zayo -  euNetworks,ASN,Not Given,https://www.submarinecablemap.com/submarine-cable/circe-south
cobracable,2019 November,304 km,Relined,https://www.tennet.eu/our-projects/international-connections,Not Given,https://www.submarinecablemap.com/submarine-cable/cobracable
cogim,2005,438 km,Télébec,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/cogim
colombia-florida-subsea-fiber-cfx-1,2008 August,"2,400 km",Liberty Latin America (LLA),SubCom,https://libertynet.com/contact,https://www.submarinecablemap.com/submarine-cable/colombia-florida-subsea-fiber-cfx-1
colombian-festoon,1997,400 km,Owners,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/colombian-festoon
columbus-ii-b,1994 December,"2,068 km",AT&T -  Setar,SubCom,Not Given,https://www.submarinecablemap.com/submarine-cable/columbus-ii-b
columbus-iii-azores-portugal,1999 December,n.a.,Altice Portugal,https://altice.net/altice-international,Not Given,https://www.submarinecablemap.com/submarine-cable/columbus-iii-azores-portugal
comoros-domestic-cable-system,2010,n.a.,Comores Telecom,ASN,Not Given,https://www.submarinecablemap.com/submarine-cable/comoros-domestic-cable-system
concerto,1999,550 km,EXA Infrastructure,ASN,https://exainfra.net/,https://www.submarinecablemap.com/submarine-cable/concerto
confluence-1,2026,"2,571 km",Confluence Networks,SubCom,https://confluencenetworks.net/,https://www.submarinecablemap.com/submarine-cable/confluence-1
connected-coast,2024,n.a.,Connected Coast Network Partnership,https://connectedcoast.ca/,Not Given,https://www.submarinecablemap.com/submarine-cable/connected-coast
continente-madeira,2000 February,"1,179 km",Altice Portugal,https://altice.net/altice-international,Not Given,https://www.submarinecablemap.com/submarine-cable/continente-madeira
converge-domestic-submarine-cable-network-cdscn,2021 Q4,"1,300 km",Converge ICT,HMN Tech,https://www.convergeict.com/,https://www.submarinecablemap.com/submarine-cable/converge-domestic-submarine-cable-network-cdscn
cook-strait,2020,40 km,Transpower NZ,https://www.transpower.co.nz/,Not Given,https://www.submarinecablemap.com/submarine-cable/cook-strait
coral-bridge,n.a.,n.a.,NaiTel -  Telecom Egypt,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/coral-bridge
coral-sea-cable-system-cs,2020 February,"4,700 km",PNG DataCo Limited -  Solomon Island Submarine Cable Company,ASN,https://coralseacablecompany.com/,https://www.submarinecablemap.com/submarine-cable/coral-sea-cable-system-cs
corse-continent-4-cc4,1992,190 km,Orange,ASN,Not Given,https://www.submarinecablemap.com/submarine-cable/corse-continent-4-cc4
corse-continent-5-cc5,1995,299 km,Orange,ASN,Not Given,https://www.submarinecablemap.com/submarine-cable/corse-continent-5-cc5
cross-sound-cable,2003,40 km,Cross Sound Cable Company,Ericsson,https://www.crosssoundcable.com/dark-fiber-optics/,https://www.submarinecablemap.com/submarine-cable/cross-sound-cable
cross-straits-cable-network-cscn,2012 August,21 km,China Mobile -  China Telecom -  China Unicom -  Chunghwa Telecom,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/cross-straits-cable-network-cscn
crosschannel-fibre,2021 December,149 km,Crosslake Fibre,Hexatronic,http://www.crosslakefibre.ca/,https://www.submarinecablemap.com/submarine-cable/crosschannel-fibre
crosslake-fibre,2019 October,59 km,Crosslake Fibre,Hexatronic,http://www.crosslakefibre.ca/,https://www.submarinecablemap.com/submarine-cable/crosslake-fibre
curie,2020 Q2,"10,476 km",Google,SubCom,https://cloud.google.com/,https://www.submarinecablemap.com/submarine-cable/curie
cyclades-a,2018,222 km,Grid Telecom,Hellenic Cables -  Prysmian,Not Given,https://www.submarinecablemap.com/submarine-cable/cyclades-a
cyclades-b,2020,52 km,Grid Telecom,Hellenic Cables,Not Given,https://www.submarinecablemap.com/submarine-cable/cyclades-b
daito-loop,2025,18 km,Okinawa Prefecture,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/daito-loop
dalian-yantai-cable,1998 March,146 km,China Telecom,ASN,Not Given,https://www.submarinecablemap.com/submarine-cable/dalian-yantai-cable
damai-cable-system,2019 July,575 km,Triasmitra,http://www.triasmitra.com/,Not Given,https://www.submarinecablemap.com/submarine-cable/damai-cable-system
danica-north,1998,25 km,Colt,Ericsson,Not Given,https://www.submarinecablemap.com/submarine-cable/danica-north
danice,2009 August,"2,304 km",Farice,SubCom,http://www.farice.is/,https://www.submarinecablemap.com/submarine-cable/danice
darwin-jakarta-singapore-cable-djsc,2023 July,"1,000 km",Vocus Communications,ASN,https://www.vocus.com.au/,https://www.submarinecablemap.com/submarine-cable/darwin-jakarta-singapore-cable-djsc
deep-blue-one,2024 May,"2,250 km",Digicel,ASN,https://www.digicelgroup.com/,https://www.submarinecablemap.com/submarine-cable/deep-blue-one
denmark-sweden-17,1994,11 km,TDC Group -  Tele2,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/denmark-sweden-17
denmark-sweden-18,1996,n.a.,TDC Group -  Telenor,Not Given,Not Given,https://www.submarinecablemap.com/submarine-cable/denmark-sweden-18
denpasar-waingapu-cable-systems,2019,814 km,Moratelindo,http://www.moratelindo.co.id,Not Given,https://www.submarinecablemap.com/submarine-cable/denpasar-waingapu-cable-systems
dhiraagu-cable-network,2012 April,"1,253 km",Dhiraagu,NEC,https://www.dhiraagu.com.mv/,https://www.submarinecablemap.com/submarine-cable/dhiraagu-cable-network
dhiraagu-slt-submarine-cable-network,2007 February,850 km,Dhiraagu -  Sri Lanka Telecom,NEC,https://www.dhiraagu.com.mv/,https://www.submarinecablemap.com/submarine-cable/dhiraagu-slt-submarine-cable-network
didon,2014 May,170 km,Ooredoo Tunisie -  Orange Tunisie,ASN,Not Given,https://www.submarinecablemap.com/submarine-cable/didon
